NAME	CPU %	MEM USAGE / LIMIT	MEM %	TIME

TBbwa
--------------------
mtbseq_container	834.48%	1.687GiB / 125.4GiB	1.35%	2025-06-12 22:53:22
mtbseq_container	843.07%	1.711GiB / 125.4GiB	1.36%	2025-06-12 22:53:29
mtbseq_container	815.98%	1.724GiB / 125.4GiB	1.37%	2025-06-12 22:53:35
mtbseq_container	851.03%	1.745GiB / 125.4GiB	1.39%	2025-06-12 22:53:42
mtbseq_container	873.04%	1.762GiB / 125.4GiB	1.41%	2025-06-12 22:53:48
mtbseq_container	961.46%	1.763GiB / 125.4GiB	1.41%	2025-06-12 22:53:55
mtbseq_container	835.98%	1.765GiB / 125.4GiB	1.41%	2025-06-12 22:54:02
mtbseq_container	328.51%	551.8MiB / 125.4GiB	0.43%	2025-06-12 22:54:08
mtbseq_container	202.96%	1.162GiB / 125.4GiB	0.93%	2025-06-12 22:54:15
mtbseq_container	102.50%	1.293GiB / 125.4GiB	1.03%	2025-06-12 22:54:21
mtbseq_container	145.08%	1.336GiB / 125.4GiB	1.07%	2025-06-12 22:54:28
mtbseq_container	346.23%	1.338GiB / 125.4GiB	1.07%	2025-06-12 22:54:34
mtbseq_container	120.13%	1.383GiB / 125.4GiB	1.10%	2025-06-12 22:54:41
mtbseq_container	100.30%	1.388GiB / 125.4GiB	1.11%	2025-06-12 22:54:48
mtbseq_container	101.69%	1.42GiB / 125.4GiB	1.13%	2025-06-12 22:54:54
mtbseq_container	99.76%	1.417GiB / 125.4GiB	1.13%	2025-06-12 22:55:01
mtbseq_container	100.51%	1.418GiB / 125.4GiB	1.13%	2025-06-12 22:55:07
mtbseq_container	115.50%	1.429GiB / 125.4GiB	1.14%	2025-06-12 22:55:14
mtbseq_container	99.94%	1.425GiB / 125.4GiB	1.14%	2025-06-12 22:55:20
mtbseq_container	99.80%	1.426GiB / 125.4GiB	1.14%	2025-06-12 22:55:27
mtbseq_container	99.86%	1.427GiB / 125.4GiB	1.14%	2025-06-12 22:55:34
mtbseq_container	100.66%	1.431GiB / 125.4GiB	1.14%	2025-06-12 22:55:40
mtbseq_container	100.09%	1.431GiB / 125.4GiB	1.14%	2025-06-12 22:55:47
mtbseq_container	100.37%	1.432GiB / 125.4GiB	1.14%	2025-06-12 22:55:53
mtbseq_container	100.19%	1.434GiB / 125.4GiB	1.14%	2025-06-12 22:56:00
mtbseq_container	100.22%	1.435GiB / 125.4GiB	1.14%	2025-06-12 22:56:06
mtbseq_container	178.78%	1.434GiB / 125.4GiB	1.14%	2025-06-12 22:56:13
mtbseq_container	100.41%	1.434GiB / 125.4GiB	1.14%	2025-06-12 22:56:20
mtbseq_container	100.30%	1.436GiB / 125.4GiB	1.15%	2025-06-12 22:56:26
mtbseq_container	100.05%	1.433GiB / 125.4GiB	1.14%	2025-06-12 22:56:33
mtbseq_container	133.39%	1.433GiB / 125.4GiB	1.14%	2025-06-12 22:56:39
mtbseq_container	100.30%	1.433GiB / 125.4GiB	1.14%	2025-06-12 22:56:46
mtbseq_container	100.24%	1.435GiB / 125.4GiB	1.14%	2025-06-12 22:56:52
mtbseq_container	99.97%	1.435GiB / 125.4GiB	1.14%	2025-06-12 22:56:59
mtbseq_container	596.62%	1.435GiB / 125.4GiB	1.14%	2025-06-12 22:57:06
mtbseq_container	100.16%	1.436GiB / 125.4GiB	1.14%	2025-06-12 22:57:12
mtbseq_container	100.31%	1.436GiB / 125.4GiB	1.15%	2025-06-12 22:57:19
mtbseq_container	100.23%	1.436GiB / 125.4GiB	1.15%	2025-06-12 22:57:25
mtbseq_container	99.93%	1.433GiB / 125.4GiB	1.14%	2025-06-12 22:57:32
mtbseq_container	100.16%	1.435GiB / 125.4GiB	1.14%	2025-06-12 22:57:38
mtbseq_container	137.49%	1.435GiB / 125.4GiB	1.14%	2025-06-12 22:57:45
mtbseq_container	99.79%	1.435GiB / 125.4GiB	1.14%	2025-06-12 22:57:52
mtbseq_container	341.28%	1.435GiB / 125.4GiB	1.14%	2025-06-12 22:57:58
mtbseq_container	100.22%	1.436GiB / 125.4GiB	1.15%	2025-06-12 22:58:05
mtbseq_container	99.70%	1.436GiB / 125.4GiB	1.15%	2025-06-12 22:58:11
mtbseq_container	100.31%	1.438GiB / 125.4GiB	1.15%	2025-06-12 22:58:18
mtbseq_container	1593.30%	1.492GiB / 125.4GiB	1.19%	2025-06-12 22:58:24
mtbseq_container	2393.83%	1.545GiB / 125.4GiB	1.23%	2025-06-12 22:58:31
mtbseq_container	2213.90%	1.558GiB / 125.4GiB	1.24%	2025-06-12 22:58:37
mtbseq_container	2034.94%	1.565GiB / 125.4GiB	1.25%	2025-06-12 22:58:44
mtbseq_container	1675.40%	1.564GiB / 125.4GiB	1.25%	2025-06-12 22:58:51
mtbseq_container	2031.08%	1.568GiB / 125.4GiB	1.25%	2025-06-12 22:58:57
mtbseq_container	2202.19%	1.567GiB / 125.4GiB	1.25%	2025-06-12 22:59:04
mtbseq_container	1794.31%	1.562GiB / 125.4GiB	1.25%	2025-06-12 22:59:10
mtbseq_container	911.08%	1.585GiB / 125.4GiB	1.26%	2025-06-12 22:59:17
mtbseq_container	912.27%	1.32GiB / 125.4GiB	1.05%	2025-06-12 22:59:24
mtbseq_container	862.71%	1.558GiB / 125.4GiB	1.24%	2025-06-12 22:59:30
mtbseq_container	1005.29%	1.585GiB / 125.4GiB	1.26%	2025-06-12 22:59:37
mtbseq_container	966.34%	1.611GiB / 125.4GiB	1.28%	2025-06-12 22:59:43
mtbseq_container	853.97%	1.622GiB / 125.4GiB	1.29%	2025-06-12 22:59:50
mtbseq_container	852.93%	1.64GiB / 125.4GiB	1.31%	2025-06-12 22:59:56
mtbseq_container	851.72%	1.659GiB / 125.4GiB	1.32%	2025-06-12 23:00:03
mtbseq_container	865.95%	1.676GiB / 125.4GiB	1.34%	2025-06-12 23:00:09
mtbseq_container	1445.74%	1.702GiB / 125.4GiB	1.36%	2025-06-12 23:00:16
mtbseq_container	1201.43%	1.719GiB / 125.4GiB	1.37%	2025-06-12 23:00:23
mtbseq_container	835.53%	1.714GiB / 125.4GiB	1.37%	2025-06-12 23:00:29
mtbseq_container	956.87%	1.734GiB / 125.4GiB	1.38%	2025-06-12 23:00:36
mtbseq_container	816.86%	1.73GiB / 125.4GiB	1.38%	2025-06-12 23:00:42
mtbseq_container	862.05%	1.76GiB / 125.4GiB	1.40%	2025-06-12 23:00:49
mtbseq_container	816.55%	1.777GiB / 125.4GiB	1.42%	2025-06-12 23:00:55
mtbseq_container	880.63%	1.788GiB / 125.4GiB	1.43%	2025-06-12 23:01:02
mtbseq_container	1143.37%	1.811GiB / 125.4GiB	1.44%	2025-06-12 23:01:09
mtbseq_container	749.18%	1.823GiB / 125.4GiB	1.45%	2025-06-12 23:01:15
mtbseq_container	829.85%	1.826GiB / 125.4GiB	1.46%	2025-06-12 23:01:22
mtbseq_container	814.60%	1.84GiB / 125.4GiB	1.47%	2025-06-12 23:01:28
mtbseq_container	880.41%	1.857GiB / 125.4GiB	1.48%	2025-06-12 23:01:35
mtbseq_container	839.57%	1.883GiB / 125.4GiB	1.50%	2025-06-12 23:01:41
mtbseq_container	2672.53%	1.9GiB / 125.4GiB	1.52%	2025-06-12 23:01:48
mtbseq_container	803.72%	1.9GiB / 125.4GiB	1.52%	2025-06-12 23:01:55
mtbseq_container	826.40%	1.914GiB / 125.4GiB	1.53%	2025-06-12 23:02:01
mtbseq_container	809.70%	1.928GiB / 125.4GiB	1.54%	2025-06-12 23:02:08
mtbseq_container	795.61%	1.945GiB / 125.4GiB	1.55%	2025-06-12 23:02:14
mtbseq_container	837.57%	1.963GiB / 125.4GiB	1.57%	2025-06-12 23:02:21
mtbseq_container	838.64%	1.975GiB / 125.4GiB	1.57%	2025-06-12 23:02:27
mtbseq_container	1374.89%	1.986GiB / 125.4GiB	1.58%	2025-06-12 23:02:34
mtbseq_container	933.16%	2.004GiB / 125.4GiB	1.60%	2025-06-12 23:02:40
mtbseq_container	806.59%	2.009GiB / 125.4GiB	1.60%	2025-06-12 23:02:47
mtbseq_container	827.68%	2.002GiB / 125.4GiB	1.60%	2025-06-12 23:02:54

==> Start Time: 2025-06-12 22:27:32
==> End Time: 2025-06-12 23:03:00
==> Total Time: 00:35:28


TBpile
--------------------
mtbseq_container	982.31%	16.98MiB / 125.4GiB	0.01%	2025-06-12 23:03:00
mtbseq_container	100.48%	137.2MiB / 125.4GiB	0.11%	2025-06-12 23:03:07
mtbseq_container	100.35%	146.2MiB / 125.4GiB	0.11%	2025-06-12 23:03:13
mtbseq_container	100.04%	155.2MiB / 125.4GiB	0.12%	2025-06-12 23:03:20
mtbseq_container	100.44%	165MiB / 125.4GiB	0.13%	2025-06-12 23:03:27
mtbseq_container	100.04%	175.1MiB / 125.4GiB	0.14%	2025-06-12 23:03:33
mtbseq_container	100.26%	184.4MiB / 125.4GiB	0.14%	2025-06-12 23:03:40
mtbseq_container	100.40%	192.9MiB / 125.4GiB	0.15%	2025-06-12 23:03:46
mtbseq_container	100.19%	201.7MiB / 125.4GiB	0.16%	2025-06-12 23:03:53
mtbseq_container	100.20%	213MiB / 125.4GiB	0.17%	2025-06-12 23:03:59
mtbseq_container	100.08%	224.2MiB / 125.4GiB	0.17%	2025-06-12 23:04:06
mtbseq_container	100.31%	234MiB / 125.4GiB	0.18%	2025-06-12 23:04:13
mtbseq_container	100.67%	243MiB / 125.4GiB	0.19%	2025-06-12 23:04:19
mtbseq_container	100.15%	251.6MiB / 125.4GiB	0.20%	2025-06-12 23:04:26
mtbseq_container	100.07%	259.8MiB / 125.4GiB	0.20%	2025-06-12 23:04:32
mtbseq_container	100.29%	268.6MiB / 125.4GiB	0.21%	2025-06-12 23:04:39
mtbseq_container	100.36%	277.2MiB / 125.4GiB	0.22%	2025-06-12 23:04:45
mtbseq_container	100.04%	285.6MiB / 125.4GiB	0.22%	2025-06-12 23:04:52
mtbseq_container	100.76%	294.4MiB / 125.4GiB	0.23%	2025-06-12 23:04:59
mtbseq_container	99.62%	302.7MiB / 125.4GiB	0.24%	2025-06-12 23:05:05
mtbseq_container	100.36%	310.3MiB / 125.4GiB	0.24%	2025-06-12 23:05:12
mtbseq_container	100.06%	318.7MiB / 125.4GiB	0.25%	2025-06-12 23:05:18

==> Start Time: 2025-06-12 23:03:00
==> End Time: 2025-06-12 23:05:25
==> Total Time: 00:02:25


TBlist
--------------------
mtbseq_container	897.68%	25.97MiB / 125.4GiB	0.02%	2025-06-12 23:05:25
mtbseq_container	1042.77%	1.986GiB / 125.4GiB	1.58%	2025-06-12 23:05:32
mtbseq_container	1019.99%	2.756GiB / 125.4GiB	2.20%	2025-06-12 23:05:38
mtbseq_container	1032.12%	3.528GiB / 125.4GiB	2.81%	2025-06-12 23:05:45
mtbseq_container	1032.23%	4.306GiB / 125.4GiB	3.43%	2025-06-12 23:05:51
mtbseq_container	1030.52%	5.11GiB / 125.4GiB	4.07%	2025-06-12 23:05:58
mtbseq_container	1038.04%	5.917GiB / 125.4GiB	4.72%	2025-06-12 23:06:05
mtbseq_container	1028.82%	6.724GiB / 125.4GiB	5.36%	2025-06-12 23:06:11
mtbseq_container	1018.32%	7.533GiB / 125.4GiB	6.01%	2025-06-12 23:06:18
mtbseq_container	1023.33%	8.344GiB / 125.4GiB	6.65%	2025-06-12 23:06:24
mtbseq_container	1050.04%	9.149GiB / 125.4GiB	7.30%	2025-06-12 23:06:31
mtbseq_container	1032.18%	9.948GiB / 125.4GiB	7.93%	2025-06-12 23:06:37
mtbseq_container	1052.17%	10.75GiB / 125.4GiB	8.57%	2025-06-12 23:06:44
mtbseq_container	1050.56%	11.53GiB / 125.4GiB	9.19%	2025-06-12 23:06:51
mtbseq_container	994.70%	12.33GiB / 125.4GiB	9.83%	2025-06-12 23:06:57
mtbseq_container	1044.28%	13.13GiB / 125.4GiB	10.47%	2025-06-12 23:07:04
mtbseq_container	1034.17%	13.91GiB / 125.4GiB	11.09%	2025-06-12 23:07:10
mtbseq_container	1591.69%	26.15GiB / 125.4GiB	20.85%	2025-06-12 23:07:17
mtbseq_container	99.58%	3.379GiB / 125.4GiB	2.69%	2025-06-12 23:07:23
mtbseq_container	100.19%	4.623GiB / 125.4GiB	3.69%	2025-06-12 23:07:30
mtbseq_container	99.78%	6.335GiB / 125.4GiB	5.05%	2025-06-12 23:07:37
mtbseq_container	100.29%	7.748GiB / 125.4GiB	6.18%	2025-06-12 23:07:43
mtbseq_container	100.10%	7.753GiB / 125.4GiB	6.18%	2025-06-12 23:07:50
mtbseq_container	99.83%	7.694GiB / 125.4GiB	6.14%	2025-06-12 23:07:56
mtbseq_container	983.96%	9.203GiB / 125.4GiB	7.34%	2025-06-12 23:08:03
mtbseq_container	976.35%	10.34GiB / 125.4GiB	8.25%	2025-06-12 23:08:09
mtbseq_container	965.17%	11.47GiB / 125.4GiB	9.15%	2025-06-12 23:08:16
mtbseq_container	983.52%	12.5GiB / 125.4GiB	9.96%	2025-06-12 23:08:23
mtbseq_container	956.29%	13.54GiB / 125.4GiB	10.80%	2025-06-12 23:08:29
mtbseq_container	966.13%	14.58GiB / 125.4GiB	11.63%	2025-06-12 23:08:36
mtbseq_container	980.86%	15.64GiB / 125.4GiB	12.47%	2025-06-12 23:08:42
mtbseq_container	977.58%	16.68GiB / 125.4GiB	13.30%	2025-06-12 23:08:49
mtbseq_container	968.21%	17.71GiB / 125.4GiB	14.12%	2025-06-12 23:08:55
mtbseq_container	965.75%	18.73GiB / 125.4GiB	14.94%	2025-06-12 23:09:02
mtbseq_container	919.98%	19.76GiB / 125.4GiB	15.76%	2025-06-12 23:09:09
mtbseq_container	980.70%	20.75GiB / 125.4GiB	16.55%	2025-06-12 23:09:15
mtbseq_container	1586.55%	33GiB / 125.4GiB	26.31%	2025-06-12 23:09:22
mtbseq_container	100.21%	8.232GiB / 125.4GiB	6.56%	2025-06-12 23:09:28
mtbseq_container	99.81%	8.279GiB / 125.4GiB	6.60%	2025-06-12 23:09:35
mtbseq_container	100.17%	8.306GiB / 125.4GiB	6.62%	2025-06-12 23:09:41
mtbseq_container	100.17%	8.306GiB / 125.4GiB	6.62%	2025-06-12 23:09:48
mtbseq_container	100.38%	8.275GiB / 125.4GiB	6.60%	2025-06-12 23:09:55
mtbseq_container	100.48%	8.279GiB / 125.4GiB	6.60%	2025-06-12 23:10:01
mtbseq_container	100.59%	8.334GiB / 125.4GiB	6.65%	2025-06-12 23:10:08
mtbseq_container	1083.54%	9.684GiB / 125.4GiB	7.72%	2025-06-12 23:10:14
mtbseq_container	1056.39%	10.53GiB / 125.4GiB	8.40%	2025-06-12 23:10:21
mtbseq_container	1075.51%	11.28GiB / 125.4GiB	8.99%	2025-06-12 23:10:27
mtbseq_container	1079.44%	11.99GiB / 125.4GiB	9.56%	2025-06-12 23:10:34
mtbseq_container	1060.59%	12.71GiB / 125.4GiB	10.14%	2025-06-12 23:10:41
mtbseq_container	1076.07%	13.44GiB / 125.4GiB	10.72%	2025-06-12 23:10:47
mtbseq_container	1075.53%	14.18GiB / 125.4GiB	11.30%	2025-06-12 23:10:54
mtbseq_container	1083.88%	14.9GiB / 125.4GiB	11.88%	2025-06-12 23:11:00
mtbseq_container	1093.43%	15.63GiB / 125.4GiB	12.47%	2025-06-12 23:11:07
mtbseq_container	1074.32%	16.38GiB / 125.4GiB	13.06%	2025-06-12 23:11:13
mtbseq_container	1057.37%	17.11GiB / 125.4GiB	13.64%	2025-06-12 23:11:20
mtbseq_container	1063.92%	17.84GiB / 125.4GiB	14.23%	2025-06-12 23:11:27
mtbseq_container	1067.22%	18.58GiB / 125.4GiB	14.82%	2025-06-12 23:11:33
mtbseq_container	1075.35%	19.31GiB / 125.4GiB	15.40%	2025-06-12 23:11:40
mtbseq_container	1085.73%	20.03GiB / 125.4GiB	15.97%	2025-06-12 23:11:46
mtbseq_container	1095.34%	20.77GiB / 125.4GiB	16.56%	2025-06-12 23:11:53
mtbseq_container	1063.69%	21.51GiB / 125.4GiB	17.15%	2025-06-12 23:11:59
mtbseq_container	1080.75%	22.21GiB / 125.4GiB	17.71%	2025-06-12 23:12:06
mtbseq_container	1597.31%	34.3GiB / 125.4GiB	27.35%	2025-06-12 23:12:13
mtbseq_container	100.15%	9.243GiB / 125.4GiB	7.37%	2025-06-12 23:12:19
mtbseq_container	99.62%	9.289GiB / 125.4GiB	7.41%	2025-06-12 23:12:26
mtbseq_container	100.15%	9.316GiB / 125.4GiB	7.43%	2025-06-12 23:12:32
mtbseq_container	99.98%	9.316GiB / 125.4GiB	7.43%	2025-06-12 23:12:39
mtbseq_container	100.29%	9.285GiB / 125.4GiB	7.40%	2025-06-12 23:12:45
mtbseq_container	99.85%	9.288GiB / 125.4GiB	7.41%	2025-06-12 23:12:52
mtbseq_container	99.83%	9.289GiB / 125.4GiB	7.41%	2025-06-12 23:12:59
mtbseq_container	890.18%	10.53GiB / 125.4GiB	8.40%	2025-06-12 23:13:05
mtbseq_container	880.02%	11.73GiB / 125.4GiB	9.35%	2025-06-12 23:13:12
mtbseq_container	879.51%	12.92GiB / 125.4GiB	10.31%	2025-06-12 23:13:18
mtbseq_container	896.83%	14.16GiB / 125.4GiB	11.29%	2025-06-12 23:13:25
mtbseq_container	881.44%	15.4GiB / 125.4GiB	12.28%	2025-06-12 23:13:31
mtbseq_container	872.97%	16.66GiB / 125.4GiB	13.28%	2025-06-12 23:13:38
mtbseq_container	871.47%	17.9GiB / 125.4GiB	14.27%	2025-06-12 23:13:45
mtbseq_container	889.24%	19.15GiB / 125.4GiB	15.27%	2025-06-12 23:13:51
mtbseq_container	882.32%	20.38GiB / 125.4GiB	16.25%	2025-06-12 23:13:58
mtbseq_container	874.72%	21.63GiB / 125.4GiB	17.25%	2025-06-12 23:14:04
mtbseq_container	1591.68%	33.74GiB / 125.4GiB	26.91%	2025-06-12 23:14:11
mtbseq_container	693.78%	9.527GiB / 125.4GiB	7.60%	2025-06-12 23:14:17
mtbseq_container	99.89%	9.556GiB / 125.4GiB	7.62%	2025-06-12 23:14:24
mtbseq_container	99.90%	9.587GiB / 125.4GiB	7.65%	2025-06-12 23:14:31
mtbseq_container	99.79%	9.614GiB / 125.4GiB	7.67%	2025-06-12 23:14:37
mtbseq_container	100.04%	9.582GiB / 125.4GiB	7.64%	2025-06-12 23:14:44
mtbseq_container	100.12%	9.584GiB / 125.4GiB	7.64%	2025-06-12 23:14:50
mtbseq_container	100.34%	9.587GiB / 125.4GiB	7.65%	2025-06-12 23:14:57
mtbseq_container	100.66%	9.621GiB / 125.4GiB	7.67%	2025-06-12 23:15:03
mtbseq_container	968.62%	11.15GiB / 125.4GiB	8.89%	2025-06-12 23:15:10
mtbseq_container	965.35%	12.26GiB / 125.4GiB	9.77%	2025-06-12 23:15:16
mtbseq_container	960.59%	13.38GiB / 125.4GiB	10.67%	2025-06-12 23:15:23
mtbseq_container	949.23%	14.52GiB / 125.4GiB	11.58%	2025-06-12 23:15:30
mtbseq_container	945.95%	15.58GiB / 125.4GiB	12.42%	2025-06-12 23:15:36
mtbseq_container	964.62%	16.61GiB / 125.4GiB	13.25%	2025-06-12 23:15:43
mtbseq_container	964.64%	17.65GiB / 125.4GiB	14.07%	2025-06-12 23:15:49
mtbseq_container	975.91%	18.68GiB / 125.4GiB	14.90%	2025-06-12 23:15:56
mtbseq_container	967.78%	19.72GiB / 125.4GiB	15.72%	2025-06-12 23:16:02
mtbseq_container	955.70%	20.72GiB / 125.4GiB	16.52%	2025-06-12 23:16:09
mtbseq_container	968.75%	21.74GiB / 125.4GiB	17.34%	2025-06-12 23:16:16
mtbseq_container	961.73%	22.73GiB / 125.4GiB	18.13%	2025-06-12 23:16:22
mtbseq_container	1600.04%	34.49GiB / 125.4GiB	27.50%	2025-06-12 23:16:29
mtbseq_container	100.17%	9.709GiB / 125.4GiB	7.74%	2025-06-12 23:16:35
mtbseq_container	99.83%	9.756GiB / 125.4GiB	7.78%	2025-06-12 23:16:42
mtbseq_container	99.90%	9.783GiB / 125.4GiB	7.80%	2025-06-12 23:16:48
mtbseq_container	99.81%	9.783GiB / 125.4GiB	7.80%	2025-06-12 23:16:55
mtbseq_container	100.41%	9.752GiB / 125.4GiB	7.78%	2025-06-12 23:17:02
mtbseq_container	99.75%	9.755GiB / 125.4GiB	7.78%	2025-06-12 23:17:08
mtbseq_container	100.23%	9.756GiB / 125.4GiB	7.78%	2025-06-12 23:17:15
mtbseq_container	1093.29%	10.74GiB / 125.4GiB	8.57%	2025-06-12 23:17:21
mtbseq_container	1059.38%	11.62GiB / 125.4GiB	9.27%	2025-06-12 23:17:28
mtbseq_container	1082.79%	12.36GiB / 125.4GiB	9.86%	2025-06-12 23:17:34
mtbseq_container	1043.39%	13.03GiB / 125.4GiB	10.39%	2025-06-12 23:17:41
mtbseq_container	1049.94%	13.7GiB / 125.4GiB	10.93%	2025-06-12 23:17:48
mtbseq_container	1063.80%	14.39GiB / 125.4GiB	11.47%	2025-06-12 23:17:54
mtbseq_container	1061.61%	15.09GiB / 125.4GiB	12.03%	2025-06-12 23:18:01
mtbseq_container	1054.60%	15.79GiB / 125.4GiB	12.59%	2025-06-12 23:18:07
mtbseq_container	1079.27%	16.49GiB / 125.4GiB	13.15%	2025-06-12 23:18:14
mtbseq_container	1054.75%	17.19GiB / 125.4GiB	13.71%	2025-06-12 23:18:20
mtbseq_container	1068.94%	17.9GiB / 125.4GiB	14.27%	2025-06-12 23:18:27
mtbseq_container	1063.54%	18.6GiB / 125.4GiB	14.83%	2025-06-12 23:18:34
mtbseq_container	1053.96%	19.3GiB / 125.4GiB	15.39%	2025-06-12 23:18:40
mtbseq_container	1082.88%	19.98GiB / 125.4GiB	15.93%	2025-06-12 23:18:47
mtbseq_container	1064.44%	20.66GiB / 125.4GiB	16.47%	2025-06-12 23:18:53
mtbseq_container	1078.04%	21.37GiB / 125.4GiB	17.04%	2025-06-12 23:19:00
mtbseq_container	1066.57%	22.07GiB / 125.4GiB	17.60%	2025-06-12 23:19:06
mtbseq_container	1220.56%	28.73GiB / 125.4GiB	22.91%	2025-06-12 23:19:13
mtbseq_container	1603.70%	34.72GiB / 125.4GiB	27.69%	2025-06-12 23:19:20
mtbseq_container	100.34%	9.75GiB / 125.4GiB	7.78%	2025-06-12 23:19:26
mtbseq_container	99.83%	9.797GiB / 125.4GiB	7.81%	2025-06-12 23:19:33
mtbseq_container	99.85%	9.824GiB / 125.4GiB	7.83%	2025-06-12 23:19:39
mtbseq_container	100.25%	9.824GiB / 125.4GiB	7.83%	2025-06-12 23:19:46
mtbseq_container	100.46%	9.793GiB / 125.4GiB	7.81%	2025-06-12 23:19:53
mtbseq_container	100.21%	9.796GiB / 125.4GiB	7.81%	2025-06-12 23:19:59
mtbseq_container	100.21%	9.797GiB / 125.4GiB	7.81%	2025-06-12 23:20:06
mtbseq_container	1038.73%	10.67GiB / 125.4GiB	8.51%	2025-06-12 23:20:12
mtbseq_container	1023.05%	11.61GiB / 125.4GiB	9.26%	2025-06-12 23:20:19
mtbseq_container	1019.10%	12.52GiB / 125.4GiB	9.99%	2025-06-12 23:20:25
mtbseq_container	1027.80%	13.39GiB / 125.4GiB	10.67%	2025-06-12 23:20:32
mtbseq_container	1009.09%	14.27GiB / 125.4GiB	11.38%	2025-06-12 23:20:39
mtbseq_container	1033.44%	15.12GiB / 125.4GiB	12.05%	2025-06-12 23:20:45
mtbseq_container	1034.13%	15.91GiB / 125.4GiB	12.69%	2025-06-12 23:20:52
mtbseq_container	1017.68%	16.69GiB / 125.4GiB	13.31%	2025-06-12 23:20:58
mtbseq_container	1028.87%	17.48GiB / 125.4GiB	13.94%	2025-06-12 23:21:05
mtbseq_container	1037.63%	18.26GiB / 125.4GiB	14.56%	2025-06-12 23:21:11
mtbseq_container	1036.03%	19.04GiB / 125.4GiB	15.18%	2025-06-12 23:21:18
mtbseq_container	1039.46%	19.8GiB / 125.4GiB	15.79%	2025-06-12 23:21:25
mtbseq_container	1057.44%	20.55GiB / 125.4GiB	16.39%	2025-06-12 23:21:31
mtbseq_container	1026.12%	21.31GiB / 125.4GiB	17.00%	2025-06-12 23:21:38
mtbseq_container	1036.05%	22.08GiB / 125.4GiB	17.61%	2025-06-12 23:21:44
mtbseq_container	1045.34%	22.81GiB / 125.4GiB	18.19%	2025-06-12 23:21:51
mtbseq_container	1605.70%	34.9GiB / 125.4GiB	27.83%	2025-06-12 23:21:57
mtbseq_container	100.27%	9.753GiB / 125.4GiB	7.78%	2025-06-12 23:22:04
mtbseq_container	99.83%	9.8GiB / 125.4GiB	7.81%	2025-06-12 23:22:11
mtbseq_container	100.36%	9.827GiB / 125.4GiB	7.84%	2025-06-12 23:22:17
mtbseq_container	99.83%	9.827GiB / 125.4GiB	7.84%	2025-06-12 23:22:24
mtbseq_container	100.37%	9.796GiB / 125.4GiB	7.81%	2025-06-12 23:22:30
mtbseq_container	100.35%	9.798GiB / 125.4GiB	7.81%	2025-06-12 23:22:37
mtbseq_container	100.21%	9.8GiB / 125.4GiB	7.81%	2025-06-12 23:22:43
mtbseq_container	1206.24%	10.6GiB / 125.4GiB	8.45%	2025-06-12 23:22:50
mtbseq_container	1196.07%	11.41GiB / 125.4GiB	9.10%	2025-06-12 23:22:57
mtbseq_container	1156.91%	12.19GiB / 125.4GiB	9.72%	2025-06-12 23:23:03
mtbseq_container	1177.49%	12.95GiB / 125.4GiB	10.33%	2025-06-12 23:23:10
mtbseq_container	1149.15%	13.67GiB / 125.4GiB	10.90%	2025-06-12 23:23:16
mtbseq_container	1188.76%	14.4GiB / 125.4GiB	11.48%	2025-06-12 23:23:23
mtbseq_container	1181.61%	15.14GiB / 125.4GiB	12.07%	2025-06-12 23:23:29
mtbseq_container	1205.75%	15.76GiB / 125.4GiB	12.57%	2025-06-12 23:23:36
mtbseq_container	1174.04%	16.36GiB / 125.4GiB	13.05%	2025-06-12 23:23:43
mtbseq_container	1161.10%	16.95GiB / 125.4GiB	13.52%	2025-06-12 23:23:49
mtbseq_container	1170.85%	17.59GiB / 125.4GiB	14.02%	2025-06-12 23:23:56
mtbseq_container	1168.97%	18.17GiB / 125.4GiB	14.49%	2025-06-12 23:24:02
mtbseq_container	1160.10%	18.76GiB / 125.4GiB	14.96%	2025-06-12 23:24:09
mtbseq_container	1198.64%	19.33GiB / 125.4GiB	15.41%	2025-06-12 23:24:15
mtbseq_container	1166.00%	19.9GiB / 125.4GiB	15.87%	2025-06-12 23:24:22
mtbseq_container	1174.12%	20.47GiB / 125.4GiB	16.33%	2025-06-12 23:24:29
mtbseq_container	1214.43%	21.05GiB / 125.4GiB	16.78%	2025-06-12 23:24:35
mtbseq_container	1189.78%	21.62GiB / 125.4GiB	17.24%	2025-06-12 23:24:42
mtbseq_container	1200.93%	22.18GiB / 125.4GiB	17.69%	2025-06-12 23:24:48
mtbseq_container	1097.94%	22.78GiB / 125.4GiB	18.16%	2025-06-12 23:24:55
mtbseq_container	1179.24%	23.35GiB / 125.4GiB	18.62%	2025-06-12 23:25:01
mtbseq_container	1211.82%	23.92GiB / 125.4GiB	19.08%	2025-06-12 23:25:08
mtbseq_container	1598.65%	35.73GiB / 125.4GiB	28.49%	2025-06-12 23:25:15
mtbseq_container	99.81%	9.761GiB / 125.4GiB	7.78%	2025-06-12 23:25:21
mtbseq_container	100.10%	9.785GiB / 125.4GiB	7.80%	2025-06-12 23:25:28
mtbseq_container	99.81%	9.822GiB / 125.4GiB	7.83%	2025-06-12 23:25:34
mtbseq_container	99.91%	9.842GiB / 125.4GiB	7.85%	2025-06-12 23:25:41
mtbseq_container	100.04%	9.81GiB / 125.4GiB	7.82%	2025-06-12 23:25:47
mtbseq_container	100.13%	9.813GiB / 125.4GiB	7.82%	2025-06-12 23:25:54
